kecamatan,periode,jumlah_kasus,tahun,bulan,nama_bulan,musim
Sawah Besar,2019-12-01,0,2019,12,December,Musim Hujan
Sawah Besar,2020-01-01,3,2020,1,January,Musim Hujan
Sawah Besar,2020-02-01,5,2020,2,February,Musim Hujan
Sawah Besar,2020-03-01,17,2020,3,March,Pancaroba I
Sawah Besar,2020-04-01,10,2020,4,April,Pancaroba I
Sawah Besar,2020-05-01,6,2020,5,May,Pancaroba I
Sawah Besar,2020-06-01,1,2020,6,June,Musim Kemarau
Sawah Besar,2020-07-01,0,2020,7,July,Musim Kemarau
Sawah Besar,2020-08-01,1,2020,8,August,Musim Kemarau
Sawah Besar,2020-09-01,0,2020,9,September,Pancaroba II
Sawah Besar,2020-10-01,0,2020,10,October,Pancaroba II
Sawah Besar,2020-11-01,0,2020,11,November,Pancaroba II
Sawah Besar,2020-12-01,0,2020,12,December,Musim Hujan
Sawah Besar,2021-01-01,0,2021,1,January,Musim Hujan
Sawah Besar,2021-02-01,0,2021,2,February,Musim Hujan
Sawah Besar,2021-03-01,0,2021,3,March,Pancaroba I
Sawah Besar,2021-04-01,2,2021,4,April,Pancaroba I
Sawah Besar,2021-05-01,3,2021,5,May,Pancaroba I
Sawah Besar,2021-06-01,1,2021,6,June,Musim Kemarau
Sawah Besar,2021-07-01,0,2021,7,July,Musim Kemarau
Sawah Besar,2021-08-01,0,2021,8,August,Musim Kemarau
Sawah Besar,2021-09-01,1,2021,9,September,Pancaroba II
Sawah Besar,2021-10-01,0,2021,10,October,Pancaroba II
Sawah Besar,2021-11-01,4,2021,11,November,Pancaroba II
Sawah Besar,2021-12-01,0,2021,12,December,Musim Hujan
Sawah Besar,2022-01-01,5,2022,1,January,Musim Hujan
Sawah Besar,2022-02-01,2,2022,2,February,Musim Hujan
Sawah Besar,2022-03-01,10,2022,3,March,Pancaroba I
Sawah Besar,2022-04-01,7,2022,4,April,Pancaroba I
Sawah Besar,2022-05-01,13,2022,5,May,Pancaroba I
Sawah Besar,2022-06-01,11,2022,6,June,Musim Kemarau
Sawah Besar,2022-07-01,13,2022,7,July,Musim Kemarau
Sawah Besar,2022-08-01,2,2022,8,August,Musim Kemarau
Sawah Besar,2022-09-01,3,2022,9,September,Pancaroba II
Sawah Besar,2022-10-01,6,2022,10,October,Pancaroba II
Sawah Besar,2022-11-01,3,2022,11,November,Pancaroba II
Sawah Besar,2022-12-01,6,2022,12,December,Musim Hujan
Sawah Besar,2023-01-01,2,2023,1,January,Musim Hujan
Sawah Besar,2023-02-01,4,2023,2,February,Musim Hujan
Sawah Besar,2023-03-01,5,2023,3,March,Pancaroba I
Sawah Besar,2023-04-01,7,2023,4,April,Pancaroba I
Sawah Besar,2023-05-01,4,2023,5,May,Pancaroba I
Sawah Besar,2023-06-01,6,2023,6,June,Musim Kemarau
Sawah Besar,2023-07-01,1,2023,7,July,Musim Kemarau
Sawah Besar,2023-08-01,2,2023,8,August,Musim Kemarau
Sawah Besar,2023-09-01,1,2023,9,September,Pancaroba II
Sawah Besar,2023-10-01,4,2023,10,October,Pancaroba II
Sawah Besar,2023-11-01,1,2023,11,November,Pancaroba II
Sawah Besar,2023-12-01,2,2023,12,December,Musim Hujan
Sawah Besar,2024-01-01,6,2024,1,January,Musim Hujan
Sawah Besar,2024-02-01,8,2024,2,February,Musim Hujan
Sawah Besar,2024-03-01,32,2024,3,March,Pancaroba I
Sawah Besar,2024-04-01,21,2024,4,April,Pancaroba I
Sawah Besar,2024-05-01,23,2024,5,May,Pancaroba I
Sawah Besar,2024-06-01,14,2024,6,June,Musim Kemarau
Sawah Besar,2024-07-01,5,2024,7,July,Musim Kemarau
Sawah Besar,2024-08-01,6,2024,8,August,Musim Kemarau
Sawah Besar,2024-09-01,2,2024,9,September,Pancaroba II
Sawah Besar,2024-10-01,2,2024,10,October,Pancaroba II
Sawah Besar,2024-11-01,2,2024,11,November,Pancaroba II
Sawah Besar,2024-12-01,2,2024,12,December,Musim Hujan
Sawah Besar,2025-01-01,6,2025,1,January,Musim Hujan
Sawah Besar,2025-02-01,10,2025,2,February,Musim Hujan
Sawah Besar,2025-03-01,14,2025,3,March,Pancaroba I
Sawah Besar,2025-04-01,17,2025,4,April,Pancaroba I
Sawah Besar,2025-05-01,7,2025,5,May,Pancaroba I
Sawah Besar,2025-06-01,11,2025,6,June,Musim Kemarau
Sawah Besar,2025-07-01,13,2025,7,July,Musim Kemarau
Sawah Besar,2025-08-01,14,2025,8,August,Musim Kemarau
Sawah Besar,2025-09-01,14,2025,9,September,Pancaroba II
Sawah Besar,2025-10-01,18,2025,10,October,Pancaroba II
Sawah Besar,2025-11-01,4,2025,11,November,Pancaroba II
Sawah Besar,2025-12-01,3,2025,12,December,Musim Hujan
Senen,2010-01-01,9,2010,1,January,Musim Hujan
Senen,2010-02-01,13,2010,2,February,Musim Hujan
Senen,2010-03-01,31,2010,3,March,Pancaroba I
Senen,2010-04-01,40,2010,4,April,Pancaroba I
Senen,2010-05-01,28,2010,5,May,Pancaroba I
Senen,2010-06-01,8,2010,6,June,Musim Kemarau
Senen,2010-07-01,21,2010,7,July,Musim Kemarau
Senen,2010-08-01,17,2010,8,August,Musim Kemarau
Senen,2010-09-01,17,2010,9,September,Pancaroba II
Senen,2010-10-01,11,2010,10,October,Pancaroba II
Senen,2010-11-01,16,2010,11,November,Pancaroba II
Senen,2010-12-01,13,2010,12,December,Musim Hujan
Senen,2011-01-01,7,2011,1,January,Musim Hujan
Senen,2011-02-01,4,2011,2,February,Musim Hujan
Senen,2011-03-01,7,2011,3,March,Pancaroba I
Senen,2011-04-01,11,2011,4,April,Pancaroba I
Senen,2011-05-01,4,2011,5,May,Pancaroba I
Senen,2011-06-01,4,2011,6,June,Musim Kemarau
Senen,2011-07-01,3,2011,7,July,Musim Kemarau
Senen,2011-08-01,7,2011,8,August,Musim Kemarau
Senen,2011-09-01,4,2011,9,September,Pancaroba II
Senen,2011-10-01,2,2011,10,October,Pancaroba II
Senen,2011-11-01,5,2011,11,November,Pancaroba II
Senen,2011-12-01,2,2011,12,December,Musim Hujan
Senen,2012-01-01,4,2012,1,January,Musim Hujan
Senen,2012-02-01,9,2012,2,February,Musim Hujan
Senen,2012-03-01,16,2012,3,March,Pancaroba I
Senen,2012-04-01,6,2012,4,April,Pancaroba I
Senen,2012-05-01,7,2012,5,May,Pancaroba I
Senen,2012-06-01,6,2012,6,June,Musim Kemarau
Senen,2012-07-01,4,2012,7,July,Musim Kemarau
Senen,2012-08-01,2,2012,8,August,Musim Kemarau
Senen,2012-09-01,4,2012,9,September,Pancaroba II
Senen,2012-10-01,3,2012,10,October,Pancaroba II
Senen,2012-11-01,0,2012,11,November,Pancaroba II
Senen,2012-12-01,2,2012,12,December,Musim Hujan
Senen,2013-01-01,4,2013,1,January,Musim Hujan
Senen,2013-02-01,6,2013,2,February,Musim Hujan
Senen,2013-03-01,8,2013,3,March,Pancaroba I
Senen,2013-04-01,8,2013,4,April,Pancaroba I
Senen,2013-05-01,9,2013,5,May,Pancaroba I
Senen,2013-06-01,9,2013,6,June,Musim Kemarau
Senen,2013-07-01,9,2013,7,July,Musim Kemarau
Senen,2013-08-01,10,2013,8,August,Musim Kemarau
Senen,2013-09-01,5,2013,9,September,Pancaroba II
Senen,2013-10-01,1,2013,10,October,Pancaroba II
Senen,2013-11-01,4,2013,11,November,Pancaroba II
Senen,2013-12-01,1,2013,12,December,Musim Hujan
Senen,2014-01-01,9,2014,1,January,Musim Hujan
Senen,2014-02-01,13,2014,2,February,Musim Hujan
Senen,2014-03-01,15,2014,3,March,Pancaroba I
Senen,2014-04-01,17,2014,4,April,Pancaroba I
Senen,2014-05-01,8,2014,5,May,Pancaroba I
Senen,2014-06-01,2,2014,6,June,Musim Kemarau
Senen,2014-07-01,0,2014,7,July,Musim Kemarau
Senen,2014-08-01,2,2014,8,August,Musim Kemarau
Senen,2014-09-01,3,2014,9,September,Pancaroba II
Senen,2014-10-01,1,2014,10,October,Pancaroba II
Senen,2014-11-01,0,2014,11,November,Pancaroba II
Senen,2014-12-01,0,2014,12,December,Musim Hujan
Senen,2015-01-01,2,2015,1,January,Musim Hujan
Senen,2015-02-01,3,2015,2,February,Musim Hujan
Senen,2015-03-01,10,2015,3,March,Pancaroba I
Senen,2015-04-01,7,2015,4,April,Pancaroba I
Senen,2015-05-01,6,2015,5,May,Pancaroba I
Senen,2015-06-01,4,2015,6,June,Musim Kemarau
Senen,2015-07-01,0,2015,7,July,Musim Kemarau
Senen,2015-08-01,1,2015,8,August,Musim Kemarau
Senen,2015-09-01,0,2015,9,September,Pancaroba II
Senen,2015-10-01,1,2015,10,October,Pancaroba II
Senen,2015-11-01,0,2015,11,November,Pancaroba II
Senen,2015-12-01,1,2015,12,December,Musim Hujan
Senen,2016-01-01,9,2016,1,January,Musim Hujan
Senen,2016-02-01,6,2016,2,February,Musim Hujan
Senen,2016-03-01,33,2016,3,March,Pancaroba I
Senen,2016-04-01,24,2016,4,April,Pancaroba I
Senen,2016-05-01,9,2016,5,May,Pancaroba I
Senen,2016-06-01,7,2016,6,June,Musim Kemarau
Senen,2016-07-01,6,2016,7,July,Musim Kemarau
Senen,2016-08-01,7,2016,8,August,Musim Kemarau
Senen,2016-09-01,3,2016,9,September,Pancaroba II
Senen,2016-10-01,5,2016,10,October,Pancaroba II
Senen,2016-11-01,4,2016,11,November,Pancaroba II
Senen,2016-12-01,0,2016,12,December,Musim Hujan
Senen,2017-01-01,1,2017,1,January,Musim Hujan
Senen,2017-02-01,1,2017,2,February,Musim Hujan
Senen,2017-03-01,0,2017,3,March,Pancaroba I
Senen,2017-04-01,0,2017,4,April,Pancaroba I
Senen,2017-05-01,1,2017,5,May,Pancaroba I
Senen,2017-06-01,0,2017,6,June,Musim Kemarau
Senen,2017-07-01,0,2017,7,July,Musim Kemarau
Senen,2017-08-01,1,2017,8,August,Musim Kemarau
Senen,2017-09-01,0,2017,9,September,Pancaroba II
Senen,2017-10-01,1,2017,10,October,Pancaroba II
Senen,2017-11-01,0,2017,11,November,Pancaroba II
Senen,2017-12-01,0,2017,12,December,Musim Hujan
Senen,2018-01-01,0,2018,1,January,Musim Hujan
Senen,2018-02-01,0,2018,2,February,Musim Hujan
Senen,2018-03-01,0,2018,3,March,Pancaroba I
Senen,2018-04-01,1,2018,4,April,Pancaroba I
Senen,2018-05-01,1,2018,5,May,Pancaroba I
Senen,2018-06-01,1,2018,6,June,Musim Kemarau
Senen,2018-07-01,1,2018,7,July,Musim Kemarau
Senen,2018-08-01,0,2018,8,August,Musim Kemarau
Senen,2018-09-01,0,2018,9,September,Pancaroba II
Senen,2018-10-01,1,2018,10,October,Pancaroba II
Senen,2018-11-01,1,2018,11,November,Pancaroba II
Senen,2018-12-01,1,2018,12,December,Musim Hujan
Senen,2019-01-01,9,2019,1,January,Musim Hujan
Senen,2019-02-01,9,2019,2,February,Musim Hujan
Senen,2019-03-01,11,2019,3,March,Pancaroba I
Senen,2019-04-01,10,2019,4,April,Pancaroba I
Senen,2019-05-01,7,2019,5,May,Pancaroba I
Senen,2019-06-01,3,2019,6,June,Musim Kemarau
Senen,2019-07-01,1,2019,7,July,Musim Kemarau
Senen,2019-08-01,0,2019,8,August,Musim Kemarau
Senen,2019-09-01,0,2019,9,September,Pancaroba II
Senen,2019-10-01,0,2019,10,October,Pancaroba II
Senen,2019-11-01,0,2019,11,November,Pancaroba II
Senen,2019-12-01,0,2019,12,December,Musim Hujan
Senen,2020-01-01,1,2020,1,January,Musim Hujan
Senen,2020-02-01,3,2020,2,February,Musim Hujan
Senen,2020-03-01,17,2020,3,March,Pancaroba I
Senen,2020-04-01,11,2020,4,April,Pancaroba I
Senen,2020-05-01,5,2020,5,May,Pancaroba I
Senen,2020-06-01,1,2020,6,June,Musim Kemarau
Senen,2020-07-01,1,2020,7,July,Musim Kemarau
Senen,2020-08-01,0,2020,8,August,Musim Kemarau
Senen,2020-09-01,0,2020,9,September,Pancaroba II
Senen,2020-10-01,0,2020,10,October,Pancaroba II
Senen,2020-11-01,0,2020,11,November,Pancaroba II
Senen,2020-12-01,1,2020,12,December,Musim Hujan
Senen,2021-01-01,1,2021,1,January,Musim Hujan
Senen,2021-02-01,1,2021,2,February,Musim Hujan
Senen,2021-03-01,3,2021,3,March,Pancaroba I
Senen,2021-04-01,0,2021,4,April,Pancaroba I
Senen,2021-05-01,4,2021,5,May,Pancaroba I
Senen,2021-06-01,3,2021,6,June,Musim Kemarau
Senen,2021-07-01,1,2021,7,July,Musim Kemarau
Senen,2021-08-01,0,2021,8,August,Musim Kemarau
Senen,2021-09-01,2,2021,9,September,Pancaroba II
Senen,2021-10-01,0,2021,10,October,Pancaroba II
Senen,2021-11-01,2,2021,11,November,Pancaroba II
Senen,2021-12-01,3,2021,12,December,Musim Hujan
Senen,2022-01-01,1,2022,1,January,Musim Hujan
Senen,2022-02-01,1,2022,2,February,Musim Hujan
Senen,2022-03-01,8,2022,3,March,Pancaroba I
Senen,2022-04-01,14,2022,4,April,Pancaroba I
Senen,2022-05-01,13,2022,5,May,Pancaroba I
Senen,2022-06-01,10,2022,6,June,Musim Kemarau
Senen,2022-07-01,15,2022,7,July,Musim Kemarau
Senen,2022-08-01,4,2022,8,August,Musim Kemarau
Senen,2022-09-01,4,2022,9,September,Pancaroba II
Senen,2022-10-01,2,2022,10,October,Pancaroba II
Senen,2022-11-01,6,2022,11,November,Pancaroba II
Senen,2022-12-01,1,2022,12,December,Musim Hujan
Senen,2023-01-01,5,2023,1,January,Musim Hujan
Senen,2023-02-01,6,2023,2,February,Musim Hujan
Senen,2023-03-01,7,2023,3,March,Pancaroba I
Senen,2023-04-01,7,2023,4,April,Pancaroba I
Senen,2023-05-01,3,2023,5,May,Pancaroba I
Senen,2023-06-01,1,2023,6,June,Musim Kemarau
Senen,2023-07-01,3,2023,7,July,Musim Kemarau
Senen,2023-08-01,1,2023,8,August,Musim Kemarau
Senen,2023-09-01,2,2023,9,September,Pancaroba II
Senen,2023-10-01,4,2023,10,October,Pancaroba II
Senen,2023-11-01,0,2023,11,November,Pancaroba II
Senen,2023-12-01,1,2023,12,December,Musim Hujan
Senen,2024-01-01,0,2024,1,January,Musim Hujan
Senen,2024-02-01,4,2024,2,February,Musim Hujan
Senen,2024-03-01,15,2024,3,March,Pancaroba I
Senen,2024-04-01,28,2024,4,April,Pancaroba I
Senen,2024-05-01,24,2024,5,May,Pancaroba I
Senen,2024-06-01,11,2024,6,June,Musim Kemarau
Senen,2024-07-01,6,2024,7,July,Musim Kemarau
Senen,2024-08-01,8,2024,8,August,Musim Kemarau
Senen,2024-09-01,1,2024,9,September,Pancaroba II
Senen,2024-10-01,3,2024,10,October,Pancaroba II
Senen,2024-11-01,2,2024,11,November,Pancaroba II
Senen,2024-12-01,7,2024,12,December,Musim Hujan
Senen,2025-01-01,8,2025,1,January,Musim Hujan
Senen,2025-02-01,12,2025,2,February,Musim Hujan
Senen,2025-03-01,11,2025,3,March,Pancaroba I
Senen,2025-04-01,21,2025,4,April,Pancaroba I
Senen,2025-05-01,15,2025,5,May,Pancaroba I
Senen,2025-06-01,6,2025,6,June,Musim Kemarau
Senen,2025-07-01,14,2025,7,July,Musim Kemarau
Senen,2025-08-01,14,2025,8,August,Musim Kemarau
Senen,2025-09-01,4,2025,9,September,Pancaroba II
Senen,2025-10-01,1,2025,10,October,Pancaroba II
Senen,2025-11-01,4,2025,11,November,Pancaroba II
Senen,2025-12-01,2,2025,12,December,Musim Hujan
Setia Budi,2010-01-01,11,2010,1,January,Musim Hujan
Setia Budi,2010-02-01,27,2010,2,February,Musim Hujan
Setia Budi,2010-03-01,32,2010,3,March,Pancaroba I
Setia Budi,2010-04-01,27,2010,4,April,Pancaroba I
Setia Budi,2010-05-01,12,2010,5,May,Pancaroba I
Setia Budi,2010-06-01,20,2010,6,June,Musim Kemarau
Setia Budi,2010-07-01,27,2010,7,July,Musim Kemarau
Setia Budi,2010-08-01,20,2010,8,August,Musim Kemarau
Setia Budi,2010-09-01,20,2010,9,September,Pancaroba II
Setia Budi,2010-10-01,15,2010,10,October,Pancaroba II
Setia Budi,2010-11-01,21,2010,11,November,Pancaroba II
Setia Budi,2010-12-01,15,2010,12,December,Musim Hujan
Setia Budi,2011-01-01,20,2011,1,January,Musim Hujan
Setia Budi,2011-02-01,14,2011,2,February,Musim Hujan
Setia Budi,2011-03-01,9,2011,3,March,Pancaroba I
Setia Budi,2011-04-01,14,2011,4,April,Pancaroba I
Setia Budi,2011-05-01,5,2011,5,May,Pancaroba I
Setia Budi,2011-06-01,3,2011,6,June,Musim Kemarau
Setia Budi,2011-07-01,9,2011,7,July,Musim Kemarau
Setia Budi,2011-08-01,4,2011,8,August,Musim Kemarau
Setia Budi,2011-09-01,4,2011,9,September,Pancaroba II
Setia Budi,2011-10-01,3,2011,10,October,Pancaroba II
Setia Budi,2011-11-01,2,2011,11,November,Pancaroba II
Setia Budi,2011-12-01,5,2011,12,December,Musim Hujan
Setia Budi,2012-01-01,5,2012,1,January,Musim Hujan
Setia Budi,2012-02-01,12,2012,2,February,Musim Hujan
Setia Budi,2012-03-01,8,2012,3,March,Pancaroba I
Setia Budi,2012-04-01,7,2012,4,April,Pancaroba I
Setia Budi,2012-05-01,5,2012,5,May,Pancaroba I
Setia Budi,2012-06-01,3,2012,6,June,Musim Kemarau
Setia Budi,2012-07-01,5,2012,7,July,Musim Kemarau
Setia Budi,2012-08-01,0,2012,8,August,Musim Kemarau
Setia Budi,2012-09-01,2,2012,9,September,Pancaroba II
Setia Budi,2012-10-01,1,2012,10,October,Pancaroba II
Setia Budi,2012-11-01,1,2012,11,November,Pancaroba II
Setia Budi,2012-12-01,3,2012,12,December,Musim Hujan
Setia Budi,2013-01-01,17,2013,1,January,Musim Hujan
Setia Budi,2013-02-01,16,2013,2,February,Musim Hujan
Setia Budi,2013-03-01,18,2013,3,March,Pancaroba I
Setia Budi,2013-04-01,16,2013,4,April,Pancaroba I
Setia Budi,2013-05-01,12,2013,5,May,Pancaroba I
Setia Budi,2013-06-01,9,2013,6,June,Musim Kemarau
Setia Budi,2013-07-01,13,2013,7,July,Musim Kemarau
Setia Budi,2013-08-01,11,2013,8,August,Musim Kemarau
Setia Budi,2013-09-01,7,2013,9,September,Pancaroba II
Setia Budi,2013-10-01,5,2013,10,October,Pancaroba II
Setia Budi,2013-11-01,1,2013,11,November,Pancaroba II
Setia Budi,2013-12-01,1,2013,12,December,Musim Hujan
Setia Budi,2014-01-01,10,2014,1,January,Musim Hujan
Setia Budi,2014-02-01,25,2014,2,February,Musim Hujan
Setia Budi,2014-03-01,18,2014,3,March,Pancaroba I
Setia Budi,2014-04-01,9,2014,4,April,Pancaroba I
Setia Budi,2014-05-01,14,2014,5,May,Pancaroba I
Setia Budi,2014-06-01,0,2014,6,June,Musim Kemarau
Setia Budi,2014-07-01,2,2014,7,July,Musim Kemarau
Setia Budi,2014-08-01,9,2014,8,August,Musim Kemarau
Setia Budi,2014-09-01,2,2014,9,September,Pancaroba II
Setia Budi,2014-10-01,2,2014,10,October,Pancaroba II
Setia Budi,2014-11-01,1,2014,11,November,Pancaroba II
Setia Budi,2014-12-01,1,2014,12,December,Musim Hujan
Setia Budi,2015-01-01,8,2015,1,January,Musim Hujan
Setia Budi,2015-02-01,4,2015,2,February,Musim Hujan
Setia Budi,2015-03-01,6,2015,3,March,Pancaroba I
Setia Budi,2015-04-01,6,2015,4,April,Pancaroba I
Setia Budi,2015-05-01,5,2015,5,May,Pancaroba I
Setia Budi,2015-06-01,6,2015,6,June,Musim Kemarau
Setia Budi,2015-07-01,0,2015,7,July,Musim Kemarau
Setia Budi,2015-08-01,2,2015,8,August,Musim Kemarau
Setia Budi,2015-09-01,1,2015,9,September,Pancaroba II
Setia Budi,2015-10-01,0,2015,10,October,Pancaroba II
Setia Budi,2015-11-01,1,2015,11,November,Pancaroba II
Setia Budi,2015-12-01,0,2015,12,December,Musim Hujan
Setia Budi,2016-01-01,24,2016,1,January,Musim Hujan
Setia Budi,2016-02-01,45,2016,2,February,Musim Hujan
Setia Budi,2016-03-01,26,2016,3,March,Pancaroba I
Setia Budi,2016-04-01,26,2016,4,April,Pancaroba I
Setia Budi,2016-05-01,19,2016,5,May,Pancaroba I
Setia Budi,2016-06-01,28,2016,6,June,Musim Kemarau
Setia Budi,2016-07-01,21,2016,7,July,Musim Kemarau
Setia Budi,2016-08-01,13,2016,8,August,Musim Kemarau
Setia Budi,2016-09-01,15,2016,9,September,Pancaroba II
Setia Budi,2016-10-01,8,2016,10,October,Pancaroba II
Setia Budi,2016-11-01,21,2016,11,November,Pancaroba II
Setia Budi,2016-12-01,14,2016,12,December,Musim Hujan
Setia Budi,2017-01-01,9,2017,1,January,Musim Hujan
Setia Budi,2017-02-01,8,2017,2,February,Musim Hujan
Setia Budi,2017-03-01,5,2017,3,March,Pancaroba I
Setia Budi,2017-04-01,7,2017,4,April,Pancaroba I
Setia Budi,2017-05-01,6,2017,5,May,Pancaroba I
Setia Budi,2017-06-01,3,2017,6,June,Musim Kemarau
Setia Budi,2017-07-01,2,2017,7,July,Musim Kemarau
Setia Budi,2017-08-01,0,2017,8,August,Musim Kemarau
Setia Budi,2017-09-01,0,2017,9,September,Pancaroba II
Setia Budi,2017-10-01,0,2017,10,October,Pancaroba II
Setia Budi,2017-11-01,2,2017,11,November,Pancaroba II
Setia Budi,2017-12-01,5,2017,12,December,Musim Hujan
Setia Budi,2018-01-01,6,2018,1,January,Musim Hujan
Setia Budi,2018-02-01,4,2018,2,February,Musim Hujan
Setia Budi,2018-03-01,3,2018,3,March,Pancaroba I
Setia Budi,2018-04-01,7,2018,4,April,Pancaroba I
Setia Budi,2018-05-01,13,2018,5,May,Pancaroba I
Setia Budi,2018-06-01,2,2018,6,June,Musim Kemarau
Setia Budi,2018-07-01,4,2018,7,July,Musim Kemarau
Setia Budi,2018-08-01,1,2018,8,August,Musim Kemarau
Setia Budi,2018-09-01,3,2018,9,September,Pancaroba II
Setia Budi,2018-10-01,2,2018,10,October,Pancaroba II
Setia Budi,2018-11-01,5,2018,11,November,Pancaroba II
Setia Budi,2018-12-01,4,2018,12,December,Musim Hujan
Setia Budi,2019-01-01,10,2019,1,January,Musim Hujan
Setia Budi,2019-02-01,24,2019,2,February,Musim Hujan
Setia Budi,2019-03-01,21,2019,3,March,Pancaroba I
Setia Budi,2019-04-01,10,2019,4,April,Pancaroba I
Setia Budi,2019-05-01,10,2019,5,May,Pancaroba I
Setia Budi,2019-06-01,4,2019,6,June,Musim Kemarau
Setia Budi,2019-07-01,2,2019,7,July,Musim Kemarau
Setia Budi,2019-08-01,1,2019,8,August,Musim Kemarau
Setia Budi,2019-09-01,1,2019,9,September,Pancaroba II
Setia Budi,2019-10-01,4,2019,10,October,Pancaroba II
Setia Budi,2019-11-01,1,2019,11,November,Pancaroba II
Setia Budi,2019-12-01,1,2019,12,December,Musim Hujan
Setia Budi,2020-01-01,0,2020,1,January,Musim Hujan
Setia Budi,2020-02-01,16,2020,2,February,Musim Hujan
Setia Budi,2020-03-01,19,2020,3,March,Pancaroba I
Setia Budi,2020-04-01,28,2020,4,April,Pancaroba I
Setia Budi,2020-05-01,6,2020,5,May,Pancaroba I
Setia Budi,2020-06-01,6,2020,6,June,Musim Kemarau
Setia Budi,2020-07-01,5,2020,7,July,Musim Kemarau
Setia Budi,2020-08-01,0,2020,8,August,Musim Kemarau
Setia Budi,2020-09-01,0,2020,9,September,Pancaroba II
Setia Budi,2020-10-01,0,2020,10,October,Pancaroba II
Setia Budi,2020-11-01,0,2020,11,November,Pancaroba II
Setia Budi,2020-12-01,0,2020,12,December,Musim Hujan
Setia Budi,2021-01-01,1,2021,1,January,Musim Hujan
Setia Budi,2021-02-01,1,2021,2,February,Musim Hujan
Setia Budi,2021-03-01,1,2021,3,March,Pancaroba I
Setia Budi,2021-04-01,1,2021,4,April,Pancaroba I
Setia Budi,2021-05-01,2,2021,5,May,Pancaroba I
Setia Budi,2021-06-01,1,2021,6,June,Musim Kemarau
Setia Budi,2021-07-01,2,2021,7,July,Musim Kemarau
Setia Budi,2021-08-01,2,2021,8,August,Musim Kemarau
Setia Budi,2021-09-01,1,2021,9,September,Pancaroba II
Setia Budi,2021-10-01,2,2021,10,October,Pancaroba II
Setia Budi,2021-11-01,3,2021,11,November,Pancaroba II
Setia Budi,2021-12-01,9,2021,12,December,Musim Hujan
Setia Budi,2022-01-01,8,2022,1,January,Musim Hujan
Setia Budi,2022-02-01,12,2022,2,February,Musim Hujan
Setia Budi,2022-03-01,11,2022,3,March,Pancaroba I
Setia Budi,2022-04-01,19,2022,4,April,Pancaroba I
Setia Budi,2022-05-01,10,2022,5,May,Pancaroba I
Setia Budi,2022-06-01,6,2022,6,June,Musim Kemarau
Setia Budi,2022-07-01,18,2022,7,July,Musim Kemarau
Setia Budi,2022-08-01,7,2022,8,August,Musim Kemarau
Setia Budi,2022-09-01,2,2022,9,September,Pancaroba II
Setia Budi,2022-10-01,4,2022,10,October,Pancaroba II
Setia Budi,2022-11-01,8,2022,11,November,Pancaroba II
Setia Budi,2022-12-01,8,2022,12,December,Musim Hujan
Setia Budi,2023-01-01,6,2023,1,January,Musim Hujan
Setia Budi,2023-02-01,1,2023,2,February,Musim Hujan
Setia Budi,2023-03-01,0,2023,3,March,Pancaroba I
Setia Budi,2023-04-01,1,2023,4,April,Pancaroba I
Setia Budi,2023-05-01,8,2023,5,May,Pancaroba I
Setia Budi,2023-06-01,4,2023,6,June,Musim Kemarau
Setia Budi,2023-07-01,7,2023,7,July,Musim Kemarau
Setia Budi,2023-08-01,3,2023,8,August,Musim Kemarau
Setia Budi,2023-09-01,6,2023,9,September,Pancaroba II
Setia Budi,2023-10-01,2,2023,10,October,Pancaroba II
Setia Budi,2023-11-01,1,2023,11,November,Pancaroba II
Setia Budi,2023-12-01,3,2023,12,December,Musim Hujan
Setia Budi,2024-01-01,7,2024,1,January,Musim Hujan
Setia Budi,2024-02-01,17,2024,2,February,Musim Hujan
Setia Budi,2024-03-01,66,2024,3,March,Pancaroba I
Setia Budi,2024-04-01,65,2024,4,April,Pancaroba I
Setia Budi,2024-05-01,44,2024,5,May,Pancaroba I
Setia Budi,2024-06-01,20,2024,6,June,Musim Kemarau
Setia Budi,2024-07-01,12,2024,7,July,Musim Kemarau
Setia Budi,2024-08-01,8,2024,8,August,Musim Kemarau
Setia Budi,2024-09-01,2,2024,9,September,Pancaroba II
Setia Budi,2024-10-01,1,2024,10,October,Pancaroba II
Setia Budi,2024-11-01,7,2024,11,November,Pancaroba II
Setia Budi,2024-12-01,1,2024,12,December,Musim Hujan
Setia Budi,2025-01-01,7,2025,1,January,Musim Hujan
Setia Budi,2025-02-01,4,2025,2,February,Musim Hujan
Setia Budi,2025-03-01,6,2025,3,March,Pancaroba I
Setia Budi,2025-04-01,6,2025,4,April,Pancaroba I
Setia Budi,2025-05-01,5,2025,5,May,Pancaroba I
Setia Budi,2025-06-01,9,2025,6,June,Musim Kemarau
Setia Budi,2025-07-01,13,2025,7,July,Musim Kemarau
Setia Budi,2025-08-01,8,2025,8,August,Musim Kemarau
Setia Budi,2025-09-01,7,2025,9,September,Pancaroba II
Setia Budi,2025-10-01,5,2025,10,October,Pancaroba II
Setia Budi,2025-11-01,2,2025,11,November,Pancaroba II
Setia Budi,2025-12-01,6,2025,12,December,Musim Hujan
Taman Sari,2010-01-01,24,2010,1,January,Musim Hujan
Taman Sari,2010-02-01,22,2010,2,February,Musim Hujan
Taman Sari,2010-03-01,36,2010,3,March,Pancaroba I
Taman Sari,2010-04-01,45,2010,4,April,Pancaroba I
Taman Sari,2010-05-01,18,2010,5,May,Pancaroba I
